indberetningsdato,indberetter_navn,produkt_id,produkt_mrke_produkt_navn,produkt_type,Reference_ID_sam,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20072,Nordik by Vapeson - Strawberry 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20532,Hangsen - Atom USA Mix 12mg/ml 70%PG30%VG,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20532,DAMP24 - USA Mix 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20532,True Vapor - USA Mix 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20532,SMOKE-IT - USA Mix 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20532,Vapeson - USA Mix 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20532,VGC ApS CphVapers - USA Mix 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20532,SMARTDAMP - USA MIX 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20532,ROYAL ESSENCES - USA Mix 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20532,Nordic E-Juice - USA Mix 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20532,Steam - USA Mix 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20532,Panda Juice - USA Mix 12mg/ml 30%VG,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20532,InSano - USA Mix 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20532,Crème de Vape - USA Mix 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20532,DanSmoke - Sweet America 12mg,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20532,Easy to Smoke - USA Mix 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20532,NonSmokers - USA Mix 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20532,Nordik by Vapeson - USA Mix 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20422,Hangsen - Atom Red USA Mix 12mg/ml 70%PG30%VG,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20422,DAMP24 - Red USA Mix 12mg/ml 70%PG30%VG,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20422,Vapeson - Red USA Mix 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20422,True Vapor - Red USA Mix 12mg/ml 70%PG30%VG,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20422,SMOKE-IT - Red USA Mix 12mg/ml 70%PG30%VG,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20422,VGC ApS CphVapers - Red USA Mix 12mg/ml 70%PG30%VG,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20422,SMARTDAMP - Red USA Mix 12mg/ml 70%PG30%VG,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20422,ROYAL ESSENCES - Red USA Mix 12mg/ml 70%PG30%VG,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20422,Steam - Red USA Mix 12mg/ml 70%PG30%VG,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20422,Panda Juice - Red USA Mix 12 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20422,InSano - Red USA Mix 12mg/ml 70%PG30%VG,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20422,Easy to Smoke - Red USA Mix 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20422,NonSmokers - Red USA Mix 12mg/ml 70%PG30%VG,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,Hangsen Sp. z o.o.,00409-16-20422,nordik by Vapeson - Red USA Mix 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20022,Hangsen - Atom Extreme 12mg/ml 70%PG30%VG,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20022,DAMP24 - Extreme 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20022,Vapeson - Red Energy 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20022,True Vapor - Energi 12 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20022,SMOKE-IT - Extreme 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20022,VGC ApS CphVapers - Extreme 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20022,SMARTDAMP - Extreme 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20022,ROYAL ESSENCES - Extreme 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20022,Nordic E-Juice - Turbo,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20022,Steam - Extreme 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20022,Panda Juice - Extreme 12 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20022,InSano - Extreme 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20022,Crème de Vape - Extreme 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20022,Easy to Smoke - Extreme 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20022,NonSmokers - Extreme 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20022,nordik by Vapeson - Red Energy 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20113,Hangsen - Atom Blueberry 18mg/ml ( 70%PG30%VG),Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20113,DAMP24 - Blueberry 18mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20113,True Vapor - Blåbær 18 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20113,SMOKE-IT - Blueberry 18mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20113,Vapeson - Blueberry 18mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20113,VGC ApS CphVapers - Blueberry 18mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20113,SMARTDAMP - Blueberry 18mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20113,ROYAL ESSENCES - Blueberry 18mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20113,Steam - Blueberry 18mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20113,Panda Juice - Blueberry 18 mg/ml (70%PG30%VG),Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20113,InSano - Blueberry 18mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20113,Crème de Vape - Blueberry 18mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20113,DanSmoke - Blueberry Feels 18mg,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20113,Easy to Smoke - Blueberry 18mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20113,NonSmokers - Blueberry 18mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20113,Nordik by Vapeson - Blueberry 18mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20183,Hangsen - Atom Juicy Peach 18mg/ml 70%PG30%VG,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20183,DAMP24 - Juicy Peach 18mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20183,True Vapor - Fersken 18 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20183,SMOKE-IT - Juicy Peach 18mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20183,Vapeson - Juicy Peach 18mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20183,VGC ApS CphVapers - Juicy Peach 18mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20183,SMARTDAMP - Juicy Peach 18mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20183,ROYAL ESSENCES - Juicy Peach 18mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20183,Steam - Juicy Peach 18mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20183,Panda Juice - Juicy Peach 18 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20183,InSano - Juicy Peach 18mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20183,Crème de Vape - Juicy Peach 18mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20183,Easy to Smoke - Juicy Peach 18mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20183,NonSmokers - Juicy Peach 18mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20183,nordik by Vapeson - Juicy Peach 18mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20361,DAMP24 - HS Menthol Sensation 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20361,Hangsen - Atom HS Menthol Sensation 6mg/ml 70%PG30%VG,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20361,True Vapor - Menthol Sensation Premium 6 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20361,SMOKE-IT - HS Menthol Sensation 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20361,Vapeson - HS Menthol Sensation 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20361,VGC ApS CphVapers - HS Menthol Sensation 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20361,SMARTDAMP - HS Menthol Sensation 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20361,ROYAL ESSENCES - HS Menthol Sensation 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20361,Steam - HS Menthol Sensation 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20361,Panda Juice - HS Menthol Sensation 6 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20361,InSano - HS Menthol Sensation 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20361,Crème de Vape - HS Menthol Sensation 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20361,Easy to Smoke - HS Menthol Sensation 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20361,NonSmokers - HS Menthol Sensation 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20361,nordik by Vapeson - HS Menthol Sensation 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20191,Hangsen - Atom Watermelon 6mg/ml 70%PG30%VG,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20191,DAMP24 - Watermelon 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20191,Vapeson - Watermelon 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20191,True Vapor - Vandmelon 6 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20191,SMOKE-IT - Watermelon 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20191,VGC ApS CphVapers - Watermelon 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20191,SMARTDAMP - Watermelon 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20191,ROYAL ESSENCES - Watermelon 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20191,Steam - Watermelon 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20191,Panda Juice - Watermelon 6 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20191,InSano - Watermelon 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20191,Crème de Vape - Watermelon 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20191,Easy to Smoke - Watermelon 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20191,NonSmokers - Watermelon 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20191,nordik by Vapeson - Watermelon 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
12-11-2016,Hangsen Sp. z o.o.,00409-16-20071,Hangsen - Atom Strawberry 6mg/ml 70%PG30%VG,Refill container/cartridge containing e-liquid.,,,,,
12-11-2016,Hangsen Sp. z o.o.,00409-16-20071,DAMP24 - Strawberry 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
12-11-2016,Hangsen Sp. z o.o.,00409-16-20071,True Vapor - Jordbær 6 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
12-11-2016,Hangsen Sp. z o.o.,00409-16-20071,SMOKE-IT - Strawberry 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
12-11-2016,Hangsen Sp. z o.o.,00409-16-20071,Vapeson - Strawberry 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
12-11-2016,Hangsen Sp. z o.o.,00409-16-20071,VGC ApS CphVapers - Strawberry 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
12-11-2016,Hangsen Sp. z o.o.,00409-16-20071,SMARTDAMP - Strawberry 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
12-11-2016,Hangsen Sp. z o.o.,00409-16-20071,ROYAL ESSENCES - Strawberry 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
12-11-2016,Hangsen Sp. z o.o.,00409-16-20071,Steam - Strawberry 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
12-11-2016,Hangsen Sp. z o.o.,00409-16-20071,Panda Juice - Strawberry 6 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
12-11-2016,Hangsen Sp. z o.o.,00409-16-20071,InSano - Strawberry 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
12-11-2016,Hangsen Sp. z o.o.,00409-16-20071,Crème de Vape - Strawberry 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
12-11-2016,Hangsen Sp. z o.o.,00409-16-20071,Easy to Smoke - Strawberry 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
12-11-2016,Hangsen Sp. z o.o.,00409-16-20071,NonSmokers - Strawberry 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
12-11-2016,Hangsen Sp. z o.o.,00409-16-20071,nordik by Vapeson - Strawberry 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20251,Hangsen - Vengers Menthol 6mg/ml (70%VG30%PG) ,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20251,DAMP24 - Menthol 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20251,Vapeson - nordik by Vapeson,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20251,True Vapor - Menthol High VG 6 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20251,SMOKE-IT - Menthol 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20251,VGC ApS CphVapers - Menthol 6mg/ml (70%VG30%PG),Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20251,SMARTDAMP - Menthol 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20251,ROYAL ESSENCES - Menthol 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20251,Steam - Menthol 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20251,Panda Juice - Menthol 6 mg/ml  (70%VG30%PG),Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20251,InSano - Menthol 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20251,Crème de Vape - Menthol 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20251,NonSmokers - Menthol 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20081,Hangsen - Atom Blackcurrant 6mg/ml 70%PG30%VG,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20081,DAMP24 - Blackcurrant  6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20081,Vapeson - Blackcurrant  6mg/m,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20081,True Vapor - Solbær 6 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20081,SMOKE-IT - Blackcurrant  6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20081,VGC ApS CphVapers - Blackcurrant  6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20081,SMARTDAMP - Blackcurrant  6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20081,ROYAL ESSENCES - Blackcurrant  6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20081,Steam - Blackcurrant  6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20081,Panda Juice - Blackcurrant 6 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20081,InSano - Blackcurrant  6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20081,Crème de Vape - Blackcurrant  6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20081,Easy to Smoke - Blackcurrant 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20081,NonSmokers - Blackcurrant  6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20081,nordik by Vapeson - Blackcurrant  6mg/m,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20352,Hangsen - Atom Vanilla 12mg/ml 70%PG30%VG,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20352,DAMP24 - Vanilla 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20352,Vapeson - Vanilla 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20352,True Vapor - Vanilje 12 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20352,SMOKE-IT - Vanilla 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
11-11-2016,Hangsen Sp. z o.o.,00409-16-20352,VGC ApS CphVapers - Vanilla 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
